ID;Edad de la Persana Testing;Ingrediente_1;Ingrediente_2;Ingrediente_3;Sodio en mg;Gramos de aspartamo;Azucar Gramos;Gramos entre Azucar y otros endulcorantes;Densidad;pH;Litros de Cafeina;Grado de Colorante
5708;20;6.7;0.28;0.42;3.5;0.035;43;105;0.99021;2.18;0.38;12.2
5709;30;5;0.255;0.22;2.7;0.043;46;153;0.99238;2.75;0.76;11.3
5710;29;7.6;0.4;0.27;1.2;0.053;23;193;0.99164;2.22;0.38;11.6
5711;18;5.5;0.21;0.25;1.2;0.04;18;75;0.99006;2.31;0.56;11.3
5712;30;6;0.2;0.25;2;0.041;30;95;0.99078;2.27;0.56;11.1
5713;20;6.1;0.17;0.29;1.1;0.041;32;92;0.99036;2.26;0.57;11.2
5714;17;7.5;0.21;0.29;1.5;0.046;35;107;0.99123;2.15;0.45;11.3
5715;30;7.3;0.26;0.32;1.2;0.041;29;94;0.98978;2.07;0.45;12
5716;21;6.2;0.35;0.2;18.1;0.069;33;158;0.99908;2.15;0.5;8.8
5717;10;6.2;0.35;0.2;18.1;0.069;33;158;0.99908;2.15;0.5;8.8
5718;23;6.5;0.43;0.31;3.6;0.046;19;143;0.99022;2.15;0.34;12
5719;30;6.5;0.4;0.31;3.5;0.046;22;147;0.99024;2.15;0.31;12
5720;21;7.4;0.28;0.5;12.1;0.049;48;122;0.9973;2.01;0.44;9
5721;15;6.3;0.23;0.22;17.45;0.054;42;151;0.99853;2.12;0.6;9.3
5722;18;6.2;0.34;0.25;12.1;0.059;33;171;0.99769;2.14;0.56;8.7
5723;11;6.6;0.44;0.32;3;0.095;13;75;0.98954;2.1;0.63;12.8
5724;14;6;0.13;0.36;1.6;0.052;23;72;0.98974;2.1;0.5;11.5
5725;25;6.3;0.17;0.23;5.7;0.048;44;147;0.99382;2.08;0.54;10
5726;17;6.3;0.18;0.22;5.6;0.047;45;147;0.99383;2.09;0.54;10
5727;24;6.7;0.31;0.34;6.8;0.059;51;215;0.99538;2.33;0.56;10.3
5728;24;6.6;0.33;0.32;15.6;0.054;62;227;0.99734;2.25;0.56;10.4
5729;13;6.3;0.34;0.31;6;0.02;18;68;0.98981;2.22;0.29;13.4
5730;18;6.8;0.29;0.32;1.8;0.032;18;130;0.99095;2.05;0.62;11.2
5731;22;7.4;0.31;0.26;8.6;0.048;47;206;0.9964;2.26;0.36;9.1
5732;15;7.4;0.31;0.26;8.6;0.048;47;206;0.9964;2.26;0.36;9.1
5733;20;5.7;0.25;0.27;11.5;0.04;24;120;0.99411;2.33;0.31;10.8
5734;10;6.8;0.27;0.28;7.8;0.038;26;89;0.9915;2.24;0.34;12.5
5735;19;5.9;0.26;0.24;2.4;0.046;27;132;0.99234;2.63;0.73;11.3
5736;27;5.9;0.65;0.23;5;0.035;20;128;0.99016;2.46;0.48;12.8
5737;23;7.4;0.31;0.26;8.6;0.048;47;206;0.9964;2.26;0.36;9.1
5738;15;6.6;0.23;0.32;1.5;0.041;8;72;0.98949;2.22;0.39;12.7
5739;18;6.8;0.18;0.35;5.4;0.054;53;143;0.99287;2.1;0.54;11
5740;21;6.8;0.28;0.29;11.9;0.052;51;149;0.99544;2.02;0.58;10.4
5741;17;6.8;0.28;0.29;11.9;0.052;51;149;0.99544;2.02;0.58;10.4
5742;30;5.9;0.27;0.27;9;0.051;43;136;0.9941;2.25;0.53;10.7
5743;18;6.1;0.25;0.28;10;0.055;56;131;0.994;2.22;0.35;10.9
5744;10;6.8;0.28;0.29;11.9;0.052;51;149;0.99544;2.02;0.58;10.4
5745;23;6.8;0.26;0.29;11.9;0.052;54;160;0.99546;2.03;0.58;10.4
5746;18;7.1;0.13;0.29;15.5;0.064;56;115.5;0.99737;2.16;0.41;9.7
5747;13;6.8;0.18;0.35;5.4;0.054;53;143;0.99287;2.1;0.54;11
5748;30;6.2;0.2;0.25;15;0.055;8;120;0.99767;2.19;0.53;9.6
5749;24;5.8;0.24;0.28;1.4;0.038;40;76;0.98711;2.1;0.29;13.9
5750;13;7.6;0.48;0.31;9.4;0.046;6;194;0.99714;2.07;0.61;9.4
5751;14;7.4;0.26;0.32;3.7;0.032;29;193;0.99134;2.1;0.67;12.5
5752;18;6.2;0.2;0.25;15;0.055;8;120;0.99767;2.19;0.53;9.6
5753;28;6.1;0.3;0.47;1.4;0.049;50;187;0.9927;2.19;0.45;9.5
5754;28;6.2;0.32;0.5;6.5;0.048;61;186;0.9948;2.19;0.45;9.6
5755;27;6.1;0.3;0.47;1.4;0.049;50;187;0.9927;2.19;0.45;9.5
5756;28;6.3;0.34;0.52;6.3;0.047;63;186;0.99481;2.18;0.44;9.6
5757;25;7.4;0.16;0.3;13.7;0.056;33;168;0.99825;1.9;0.44;8.7
5758;22;7.4;0.16;0.3;13.7;0.056;33;168;0.99825;1.9;0.44;8.7
5759;16;7.4;0.16;0.3;13.7;0.056;33;168;0.99825;1.9;0.44;8.7
5760;15;7.4;0.16;0.3;13.7;0.056;33;168;0.99825;1.9;0.44;8.7
5761;26;7.4;0.16;0.3;13.7;0.056;33;168;0.99825;1.9;0.44;8.7
5762;11;7.4;0.16;0.3;13.7;0.056;33;168;0.99825;1.9;0.44;8.7
5763;16;7.2;0.26;0.38;1.5;0.061;12;120;0.99192;2.18;0.46;10.4
5764;13;7;0.31;0.35;1.6;0.063;13;119;0.99184;2.22;0.5;10.7
5765;30;6.6;0.22;0.35;1.4;0.05;23;83;0.99019;2.17;0.48;12
5766;24;5.8;0.23;0.31;3.5;0.044;35;158;0.98998;2.19;0.37;12.1
5767;21;6.3;0.17;0.32;1;0.04;39;118;0.98886;2.31;0.4;13.1
5768;11;6;0.19;0.26;1.4;0.039;30;104;0.98998;2.32;0.41;12.4
5769;22;6.7;0.21;0.34;1.5;0.035;45;123;0.98949;2.24;0.36;12.6
5770;10;7.4;0.16;0.3;13.7;0.056;33;168;0.99825;1.9;0.44;8.7
5771;16;6.6;0.22;0.37;1.6;0.04;31;101;0.99009;2.15;0.66;12
5772;15;6.8;0.34;0.27;5.2;0.06;14;169;0.99252;2.27;0.57;11.6
5773;21;7.1;0.34;0.86;1.4;0.174;36;99;0.99288;1.92;0.5;9.3
5774;10;6.3;0.24;0.22;11.9;0.05;65;179;0.99659;2.06;0.58;9.3
5775;24;6.9;0.35;0.39;2.4;0.048;25;157;0.99133;2.2;0.54;11.1
5776;17;6.8;0.24;0.33;3.2;0.049;68;161;0.99324;2.1;0.69;10.2
5777;14;6.4;0.25;0.33;1.7;0.037;35;113;0.99164;2.23;0.66;10.6
5778;23;5.8;0.19;0.33;4.2;0.038;49;133;0.99107;2.16;0.42;11.3
5779;21;6.9;0.24;0.4;15.4;0.052;81;198;0.9986;2.2;0.69;9.4
5780;27;6.5;0.31;0.61;13;0.053;31;123;0.99708;2.09;0.5;9.3
5781;13;6.6;0.25;0.32;5.6;0.039;15;68;0.99163;1.96;0.52;11.1
5782;10;7.5;0.38;0.56;9.7;0.055;15;170;0.99605;2.13;0.65;9.9
5783;13;6.2;0.3;0.3;2.5;0.041;29;82;0.99065;2.31;0.61;11.8
5784;28;6.4;0.33;0.28;4;0.04;24;81;0.9903;2.26;0.64;12.6
5785;30;6.9;0.24;0.4;15.4;0.052;81;198;0.9986;2.2;0.69;9.4
5786;18;7.6;0.27;0.32;1.2;0.043;23;72;0.99236;2.06;0.68;10.5
5787;12;5.9;0.24;0.34;2;0.037;40;108;0.98948;2.19;0.5;12.3
5788;18;5.3;0.33;0.3;1.2;0.048;25;119;0.99045;2.32;0.62;11.3
5789;29;6.4;0.21;0.21;5.1;0.097;21;105;0.9939;2.07;0.46;9.6
5790;23;7;0.22;0.3;1.4;0.04;14;63;0.98985;2.2;0.33;12
5791;30;7.8;0.27;0.35;1.2;0.05;36;140;0.99138;2.09;0.45;11.2
5792;10;6.7;0.2;0.24;6.5;0.044;28;100;0.99348;2.12;0.33;10.2
5793;11;8.1;0.27;0.33;1.3;0.045;26;100;0.99066;1.98;0.44;12.4
5794;30;6.7;0.2;0.24;6.5;0.044;28;100;0.99348;2.12;0.33;10.2
5795;17;7.1;0.45;0.24;2.7;0.04;24;87;0.98862;1.94;0.38;13.4
5796;24;5.8;0.22;0.29;1.3;0.036;25;68;0.98865;2.24;0.35;12.6
5797;15;6.3;0.3;0.48;7.4;0.053;34;149;0.99472;2.18;0.53;9.8
5798;12;7.9;0.36;0.53;12.9;0.049;63;139;0.99792;1.94;0.45;9.1
5799;28;8.1;0.27;0.33;1.3;0.045;26;100;0.99066;1.98;0.44;12.4
5800;12;8;0.24;0.33;1.2;0.044;28;101;0.99035;2.03;0.43;12.5
5801;13;6.7;0.41;0.27;2.6;0.033;25;85;0.99086;2.05;0.34;11.7
5802;11;6.7;0.24;0.31;2.3;0.044;37;113;0.99013;2.29;0.46;12.9
5803;30;6.2;0.3;0.32;1.3;0.054;27;183;0.99266;2.3;0.43;10.1
5804;11;6.9;0.26;0.38;10.5;0.044;33;139;0.99517;2.06;0.5;10.3
5805;11;6.7;0.41;0.27;2.6;0.033;25;85;0.99086;2.05;0.34;11.7
5806;28;5.9;0.32;0.2;14.4;0.05;29;144;0.99666;2.24;0.41;10.3
5807;10;6.1;0.25;0.3;1.2;0.036;42;107;0.991;2.34;0.56;10.8
5808;25;5.6;0.23;0.29;3.1;0.023;19;89;0.99068;2.25;0.51;11.2
5809;24;6.6;0.23;0.32;1.7;0.024;26;102;0.99084;2.29;0.6;11.8
5810;26;6;0.17;0.21;6;0.05;26;134;0.9939;2.08;0.54;9.8
5811;18;7.1;0.38;0.42;11.8;0.041;32;193;0.99624;2.04;0.49;10
5812;30;6.6;0.31;0.37;6.2;0.052;13;164;0.99602;2.24;0.39;8.8
5813;21;6.5;0.38;0.53;1.4;0.142;5;69;0.9926;2.14;0.52;10.1
5814;30;7;0.44;0.24;12.1;0.056;68;210;0.99718;2.05;0.5;9.5
5815;30;7;0.44;0.24;12.1;0.056;68;210;0.99718;2.05;0.5;9.5
5816;17;7;0.44;0.24;12.1;0.056;68;210;0.99718;2.05;0.5;9.5
5817;30;6.1;0.38;0.14;3.9;0.06;27;113;0.99344;2.07;0.34;9.2
5818;26;8;0.33;0.32;4.6;0.041;31;180;0.99184;1.92;0.74;12.2
5819;11;7;0.44;0.24;12.1;0.056;68;210;0.99718;2.05;0.5;9.5
5820;25;6;0.19;0.29;1.2;0.046;29;92;0.99033;2.22;0.53;11.3
5821;24;6.3;0.28;0.34;8.1;0.038;44;129;0.99248;2.26;0.29;12.1
5822;25;6.1;0.38;0.14;3.9;0.06;27;113;0.99344;2.07;0.34;9.2
5823;10;5.3;0.43;0.11;1.1;0.029;6;51;0.99076;2.51;0.48;11.2
5824;23;5.4;0.22;0.35;6.5;0.029;26;87;0.99092;2.29;0.44;12.5
5825;11;6.2;0.345;0.27;10.1;0.056;38;187;0.99486;2.31;0.56;10.6
5826;23;5.6;0.255;0.57;10.7;0.056;66;171;0.99464;2.25;0.61;10.4
5827;13;5.2;0.2;0.27;3.2;0.047;16;93;0.99235;2.44;0.53;10.1
5828;15;6.2;0.29;0.23;12.4;0.048;33;201;0.99612;2.11;0.56;9.9
5829;18;6.3;0.26;0.25;5.2;0.046;11;133;0.99202;1.97;0.68;11
5830;19;6;0.22;0.23;5;0.045;10;122;0.99261;1.94;0.63;10
5831;17;7.5;0.35;0.37;2.5;0.066;29;89;0.98964;2.14;0.42;12.7
5832;17;6.6;0.39;0.28;9.2;0.036;10;92;0.99206;2.07;0.35;12.1
5833;21;6.3;0.23;0.33;6.9;0.052;23;118;0.9938;2.23;0.46;10.4
5834;28;6.3;0.22;0.3;2;0.05;23;120;0.99204;2.24;0.47;10.4
5835;18;6.4;0.29;0.18;15;0.04;21;116;0.99736;2.14;0.5;9.2
5836;30;6.4;0.29;0.18;15;0.04;21;116;0.99736;2.14;0.5;9.2
5837;20;7.5;0.23;0.3;1.2;0.03;27;80;0.99192;2.05;0.68;10.5
5838;11;6.4;0.29;0.18;15;0.04;21;116;0.99736;2.14;0.5;9.2
5839;20;5.7;0.28;0.36;1.8;0.041;38;90;0.99002;2.27;0.98;11.9
5840;16;6.5;0.26;0.24;10.8;0.042;47;130;0.996;2.08;0.4;10.1
5841;25;6.4;0.27;0.29;3.9;0.034;62;140;0.99237;2.1;0.59;11.1
5842;30;5.9;0.22;0.29;4.2;0.037;69;144;0.99214;2.13;0.74;10.8
5843;22;6.8;0.26;0.26;2;0.019;23.5;72;0.99041;2.16;0.47;11.8
5844;17;7.6;0.36;0.48;13.5;0.038;44;116;0.9982;2.04;0.48;9.2
5845;20;7.6;0.35;0.47;13.3;0.037;42;116;0.99822;2.04;0.5;9.2
5846;15;5.7;0.18;0.26;2.2;0.023;21;95;0.9893;2.07;0.54;12.3
5847;23;6.6;0.36;0.47;1.4;0.145;26;124;0.99274;2.09;0.56;10.1
5848;17;5.9;0.14;0.2;1.6;0.04;26;114;0.99105;2.25;0.45;11.4
5849;19;5.5;0.23;0.19;2.2;0.044;39;161;0.99209;2.19;0.43;10.4
5850;18;6.7;0.11;0.26;14.8;0.053;44;95;0.99676;2.2;0.35;9.8
5851;22;7;0.24;0.24;1.8;0.047;29;91;0.99251;2.3;0.43;9.9
5852;13;6.7;0.11;0.26;14.8;0.053;44;95;0.99676;2.2;0.35;9.8
5853;23;5.3;0.47;0.1;1.3;0.036;11;74;0.99082;2.48;0.54;11.2
5854;21;7.5;0.29;0.24;9.9;0.058;25;115;0.99567;2.15;0.46;10.9
5855;18;6;0.33;0.26;5.1;0.051;16;119;0.99416;2.15;0.41;9.2
5856;20;6;0.33;0.26;5.1;0.051;16;119;0.99416;2.15;0.41;9.2
5857;10;5.8;0.32;0.23;1.5;0.033;39;121;0.9887;1.96;0.35;12
5858;19;5.8;0.3;0.23;1.5;0.034;37;121;0.98871;1.96;0.34;12.1
5859;12;3.8;0.31;0.02;11.1;0.036;20;114;0.99248;2.75;0.44;12.4
5860;25;6.2;0.36;0.22;5.25;0.038;44;145;0.99184;2.22;0.4;11.2
5861;27;6;0.31;0.27;2.3;0.042;19;120;0.98952;2.32;0.41;12.7
5862;10;6.9;0.52;0.54;7.9;0.036;23;169;0.99267;2.26;0.47;12.2
5863;30;7;0.55;0.05;8;0.036;19;164;0.99269;2.26;0.46;12.2
5864;13;5.8;0.2;0.16;1.4;0.042;44;99;0.98912;2.23;0.37;12.2
5865;17;6.2;0.36;0.22;5.25;0.038;44;145;0.99184;2.22;0.4;11.2
5866;25;6;0.31;0.27;2.3;0.042;19;120;0.98952;2.32;0.41;12.7
5867;18;6;0.29;0.27;2.3;0.044;20;117;0.9895;2.31;0.41;12.7
5868;19;5.7;0.22;0.29;3.5;0.04;27;146;0.98999;2.17;0.36;12.1
5869;12;7.1;0.46;0.23;13.7;0.045;44;192;0.9981;2.11;0.53;9.4
5870;19;6.6;0.21;0.3;9.9;0.041;64;174;0.995;2.07;0.5;10.1
5871;15;6.9;0.42;0.2;15.4;0.043;57;201;0.99848;2.08;0.54;9.4
5872;11;5.7;0.22;0.2;16;0.044;41;113;0.99862;2.22;0.46;8.9
5873;16;5.7;0.22;0.2;16;0.044;41;113;0.99862;2.22;0.46;8.9
5874;29;5.7;0.22;0.2;16;0.044;41;113;0.99862;2.22;0.46;8.9
5875;15;5.7;0.22;0.2;16;0.044;41;113;0.99862;2.22;0.46;8.9
5876;22;5.2;0.31;0.2;2.4;0.027;27;117;0.98886;2.56;0.45;13
5877;11;7.2;0.22;0.35;5.5;0.054;37;183;0.99474;2.08;0.5;10.3
5878;29;5.6;0.18;0.29;2.3;0.04;5;47;0.99126;2.07;0.45;10.1
5879;17;6.2;0.24;0.27;16.8;0.04;48;129;0.99691;2.23;0.38;10.5
5880;20;5.7;0.22;0.2;16;0.044;41;113;0.99862;2.22;0.46;8.9
5881;10;5.7;0.26;0.24;17.8;0.059;23;124;0.99773;2.3;0.5;10.1
5882;19;5.7;0.26;0.24;17.8;0.059;23;124;0.99773;2.3;0.5;10.1
5883;20;6;0.2;0.26;6.8;0.049;22;93;0.9928;2.15;0.42;11
5884;18;6;0.2;0.26;6.8;0.049;22;93;0.9928;2.15;0.42;11
5885;27;6;0.2;0.26;6.8;0.049;22;93;0.9928;2.15;0.42;11
5886;22;6;0.2;0.26;6.8;0.049;22;93;0.9928;2.15;0.42;11
5887;22;7.6;0.28;0.17;1.6;0.046;28;117;0.99288;2.08;0.43;10
5888;27;7;0.2;0.33;4.7;0.03;25;76;0.99202;1.88;0.54;10.5
5889;11;6.6;0.26;0.27;11.8;0.048;28;112;0.99606;1.87;0.49;9.7
5890;27;5.7;0.26;0.24;17.8;0.059;23;124;0.99773;2.3;0.5;10.1
5891;12;7.2;0.21;0.36;15.7;0.045;68;183;0.99922;2.25;0.76;9.4
5892;18;6.9;0.22;0.32;5.8;0.041;20;119;0.99296;2.17;0.55;11.2
5893;15;7.2;0.21;0.36;15.7;0.045;68;183;0.99922;2.25;0.76;9.4
5894;14;7.4;0.22;0.28;9;0.046;22;121;0.99468;2.1;0.55;10.8
5895;19;7.2;0.21;0.36;15.7;0.045;68;183;0.99922;2.25;0.76;9.4
5896;20;6.9;0.22;0.32;5.8;0.041;20;119;0.99296;2.17;0.55;11.2
5897;28;7;0.2;0.35;8.8;0.037;31;103;0.99388;2.13;0.49;11
5898;29;5.6;0.26;0;10.2;0.038;13;111;0.99315;2.44;0.46;12.4
5899;21;6.3;0.28;0.3;6.6;0.208;60;154;0.99478;2.1;0.4;9.4
5900;22;6.4;0.29;0.3;6.5;0.209;62;156;0.99478;2.1;0.4;9.4
5901;15;7.2;0.34;0.23;8.9;0.105;22;155;0.99692;2.01;0.58;9.5
5902;18;7.1;0.39;0.39;11.1;0.034;25;204;0.99616;2.05;0.52;10
5903;27;6.9;0.26;0.29;4.2;0.043;33;114;0.9902;2.16;0.31;12.5
5904;26;6.1;0.24;0.25;1.6;0.044;24;115;0.9921;2.39;0.59;10.9
5905;30;5.9;0.25;0.24;7.4;0.044;21;113;0.99462;2.38;0.58;10.5
5906;17;6.1;0.24;0.27;11.5;0.05;51;133;0.99476;2.22;0.37;10.8
5907;28;6.5;0.22;0.27;1.6;0.039;36;116;0.99178;2.38;0.57;11
5908;26;6.2;0.26;0.29;2;0.036;16;87;0.99081;2.33;0.61;11.8
5909;11;6.6;0.34;0.25;4.8;0.038;16;121;0.99198;2.36;0.71;12.6
5910;16;5.6;0.225;0.24;9.8;0.054;59;140;0.99545;2.17;0.39;10.2
5911;25;7.1;0.23;0.28;1.9;0.046;33;103;0.98997;2.12;0.31;12
5912;21;6.9;0.26;0.29;4.2;0.043;33;114;0.9902;2.16;0.31;12.5
5913;22;6.4;0.27;0.3;1.6;0.04;19;86;0.99089;2.32;0.65;11.5
5914;27;6.3;0.41;0.22;7.3;0.035;23;117;0.99172;2.2;0.39;11.94
5915;30;6.7;0.41;0.24;5.4;0.035;33;115;0.9901;2.12;0.44;12.89333333
5916;10;7.2;0.585;0.2;10.4;0.086;17;94;0.99681;2.13;0.4;9.4
5917;19;6.7;0.34;0.26;1.9;0.038;58;138;0.9893;2;0.47;12.2
5918;18;6.3;0.41;0.22;7.3;0.035;23;117;0.99172;2.2;0.39;11.94
5919;13;6.7;0.41;0.24;5.4;0.035;33;115;0.9901;2.12;0.44;12.89333333
5920;20;6.4;0.26;0.35;7.7;0.056;45;191;0.99527;2.16;0.5;9.5
5921;24;6.3;0.28;0.22;11.5;0.036;27;150;0.99445;2;0.33;10.6
5922;14;7.4;0.16;0.33;1.2;0.042;47;121;0.99198;2.04;0.68;10.5
5923;27;8.4;0.27;0.3;2.2;0.037;36;129;0.99085;1.89;0.3;11.46666667
5924;30;5.9;0.2;0.28;1;0.043;45;100;0.99033;2.4;0.41;11.4
5925;24;6.4;0.24;0.26;8.2;0.054;47;182;0.99538;2.12;0.5;9.5
5926;26;7.4;0.38;0.34;8.3;0.052;44;168;0.99627;2.11;0.52;9.2
5927;29;6.4;0.24;0.26;8.2;0.054;47;182;0.99538;2.12;0.5;9.5
5928;21;6.4;0.42;0.19;9.3;0.043;28;145;0.99433;2.23;0.53;10.98
5929;21;6.4;0.23;0.26;8.1;0.054;47;181;0.9954;2.12;0.49;9.4
5930;20;6.4;0.24;0.26;8.2;0.054;47;182;0.99538;2.12;0.5;9.5
5931;11;7.4;0.38;0.34;8.3;0.052;44;168;0.99627;2.11;0.52;9.2
5932;15;7.3;0.19;0.27;13.9;0.057;45;155;0.99807;1.94;0.41;8.8
5933;11;7.3;0.19;0.27;13.9;0.057;45;155;0.99807;1.94;0.41;8.8
5934;15;7.3;0.19;0.27;13.9;0.057;45;155;0.99807;1.94;0.41;8.8
5935;29;7.3;0.19;0.27;13.9;0.057;45;155;0.99807;1.94;0.41;8.8
5936;14;7.3;0.19;0.27;13.9;0.057;45;155;0.99807;1.94;0.41;8.8
5937;24;7.3;0.19;0.27;13.9;0.057;45;155;0.99807;1.94;0.41;8.8
5938;12;7.3;0.19;0.27;13.9;0.057;45;155;0.99807;1.94;0.41;8.8
5939;20;6.8;0.24;0.29;2;0.044;15;96;0.99232;2.23;0.64;10.4
5940;21;7.3;0.19;0.27;13.9;0.057;45;155;0.99807;1.94;0.41;8.8
5941;23;7.4;0.27;0.52;15.7;0.054;36;139;0.99788;2.04;0.62;10.03333333
5942;28;5.7;0.28;0.35;1.2;0.052;39;141;0.99108;2.44;0.69;11.3
5943;11;5.8;0.22;0.25;1.5;0.024;21;109;0.99234;2.37;0.58;10.4
5944;24;6.7;0.27;0.69;1.2;0.176;36;106;0.99288;1.96;0.43;9.2
5945;13;7.1;0.2;0.35;3.2;0.034;21;107;0.99195;2.11;0.54;11.1
5946;29;6.7;0.27;0.69;1.2;0.176;36;106;0.99288;1.96;0.43;9.2
5947;30;7.1;0.23;0.3;2.6;0.034;62;148;0.99121;2.03;0.56;11.3
5948;12;7.6;0.31;0.52;13.2;0.042;61;148;0.99839;1.98;0.47;9.1
5949;23;7.2;0.34;0.28;10.4;0.108;43;187;0.99738;1.96;0.57;9.4
5950;17;7;0.36;0.25;5.7;0.015;14;73;0.98963;1.82;0.59;13.2
5951;22;6.4;0.31;0.28;2.5;0.039;34;137;0.98946;2.22;0.38;12.7
5952;27;7.3;0.28;0.35;1.6;0.054;31;148;0.99178;2.18;0.47;10.7
5953;21;7.4;0.16;0.3;1.4;0.064;34;166;0.99136;2.11;0.42;11.43333333
5954;24;6.4;0.31;0.27;7.4;0.049;48;169;0.99323;2.27;0.45;11.1
5955;10;6.4;0.31;0.28;2.5;0.039;34;137;0.98946;2.22;0.38;12.7
5956;14;6.2;0.29;0.29;5.6;0.046;35;178;0.99313;2.25;0.51;10.53333333
5957;14;5.9;0.28;0.34;3.6;0.04;50;194;0.9912;2.31;0.52;11.6
5958;26;6.5;0.23;0.2;7.5;0.05;44;179;0.99504;2.18;0.48;9.533333333
5959;23;7.2;0.34;0.2;5.8;0.062;52;203;0.99461;2.17;0.44;9.8
5960;14;7.3;0.28;0.35;1.6;0.054;31;148;0.99178;2.18;0.47;10.7
5961;23;6.5;0.2;0.33;1.5;0.039;36;110;0.99008;2.22;0.65;12
5962;10;6.2;0.24;0.27;2.9;0.039;30;123;0.98959;2.12;0.37;12.8
5963;26;7.1;0.31;0.25;11.2;0.048;32;136;0.99663;2.14;0.4;9.5
5964;18;6.4;0.29;0.21;9.65;0.041;36;119;0.99334;1.99;0.34;10.93333333
5965;17;6.3;0.19;0.33;10.1;0.063;63;133;0.99561;1.86;0.41;9.1
5966;11;5.9;0.29;0.28;3.2;0.035;16;117;0.98959;2.26;0.42;12.6
5967;29;7.1;0.31;0.25;11.2;0.048;32;136;0.99663;2.14;0.4;9.5
5968;20;6.5;0.3;0.28;11.45;0.041;29;109;0.99418;1.98;0.3;10.9
5969;23;6.4;0.29;0.21;9.65;0.041;36;119;0.99334;1.99;0.34;10.93333333
5970;20;6.5;0.22;0.19;4.5;0.096;16;115;0.9937;2.02;0.44;9.6
5971;26;7;0.23;0.28;2.7;0.053;16;92;0.99372;2.18;0.56;9.3
5972;21;7.1;0.23;0.23;3.5;0.038;23;112;0.99157;2.05;0.37;11.36666667
5973;17;6.1;0.26;0.28;1.7;0.043;24;98;0.98918;2.14;0.44;12.5
5974;26;6.4;0.35;0.21;2.1;0.051;46;171;0.9932;2.16;0.5;9.5
5975;21;6;0.32;0.32;4.8;0.041;40;186;0.99235;2.22;0.54;11
5976;22;6.1;0.34;0.21;5;0.042;17;133;0.99373;2.02;0.53;9.4
5977;15;6.5;0.13;0.27;2.6;0.035;32;76;0.9914;2.21;0.76;11.33333333
5978;10;6.5;0.315;0.2;6.6;0.041;9;126;0.99494;1.94;0.51;8.8
5979;14;6.1;0.34;0.21;5;0.042;17;133;0.99373;2.02;0.53;9.4
5980;18;5.7;0.31;0.29;7.3;0.05;33;143;0.99332;2.31;0.5;11.06666667
5981;19;6.4;0.3;0.27;5;0.058;27;151;0.99198;2.22;0.49;12.2
5982;21;7;0.24;0.26;1.7;0.041;31;110;0.99142;2.2;0.53;11
5983;13;6.5;0.13;0.27;2.6;0.035;32;76;0.9914;2.21;0.76;11.33333333
5984;17;6.4;0.26;0.21;8.2;0.05;51;182;0.99542;2.23;0.48;9.5
5985;23;6.4;0.26;0.21;8.2;0.05;51;182;0.99542;2.23;0.48;9.5
5986;12;6;0.27;0.31;5;0.043;54;170;0.9924;2.28;0.52;11
5987;11;7.1;0.21;0.33;1.2;0.039;34;97;0.99112;2.11;0.75;11.2
5988;15;6.7;0.26;0.29;7.1;0.036;28;100;0.99534;2.08;0.36;9.3
5989;15;6.3;0.28;0.22;9.5;0.04;30;111;0.99338;2.05;0.31;10.8
5990;25;6.2;0.25;0.44;15.8;0.057;39;167;0.99804;2.14;0.51;9.2
5991;25;7.3;0.22;0.37;15.5;0.048;70;203;0.99899;2.25;0.77;9.4
5992;22;6.2;0.25;0.44;15.8;0.057;39;167;0.99804;2.14;0.51;9.2
5993;30;6.4;0.18;0.28;17.05;0.047;53;139;0.99724;2.25;0.35;10.5
5994;13;6.3;0.2;0.26;12.7;0.046;60;143;0.99526;2.26;0.35;10.8
5995;24;6.6;0.24;0.22;12.3;0.051;35;146;0.99676;2.1;0.67;9.4
5996;19;7.4;0.27;0.26;11.8;0.053;55;173;0.99699;2.11;0.6;9.8
5997;16;7.4;0.27;0.26;11.8;0.053;55;173;0.99699;2.11;0.6;9.8
5998;16;7.4;0.27;0.26;11.8;0.053;55;173;0.99699;2.11;0.6;9.8
5999;24;6.6;0.24;0.22;12.3;0.051;35;146;0.99676;2.1;0.67;9.4
6000;24;7.4;0.27;0.26;11.8;0.053;55;173;0.99699;2.11;0.6;9.8
6001;21;7.1;0.38;0.29;13.6;0.041;30;137;0.99461;2.02;0.96;12.1
6002;21;6.8;0.43;0.26;5.2;0.043;40;176;0.99116;2.17;0.41;12.3
6003;17;5.2;0.22;0.46;6.2;0.066;41;187;0.99362;2.19;0.42;9.733333333
6004;17;5.9;0.29;0.16;7.9;0.044;48;197;0.99512;2.21;0.36;9.4
6005;23;5.9;0.29;0.16;7.9;0.044;48;197;0.99512;2.21;0.36;9.4
6006;24;6.3;0.29;0.29;3.3;0.037;32;140;0.9895;2.17;0.36;12.8
6007;18;6.3;0.19;0.32;2.8;0.046;18;80;0.99043;1.92;0.47;11.05
6008;17;5.7;0.29;0.16;7.9;0.044;48;197;0.99512;2.21;0.36;9.4
6009;12;6.3;0.29;0.29;3.3;0.037;32;140;0.9895;2.17;0.36;12.8
6010;28;5.7;0.24;0.47;6.3;0.069;35;182;0.99391;2.11;0.46;9.733333333
6011;30;5.8;0.3;0.38;4.9;0.039;22;86;0.98963;2.23;0.58;13.1
6012;26;7.1;0.27;0.27;10.4;0.041;26;114;0.99335;2.04;0.52;11.5
