ID;Edad de la Persana Testing;Ingrediente_1;Ingrediente_2;Ingrediente_3;Sodio en mg;Gramos de aspartamo;Azucar Gramos;Gramos entre Azucar y otros endulcorantes;Densidad;pH;Litros de Cafeina;Grado de Colorante;Indice_Satisfaccion
299;24;7.2;0.65;0.02;2.3;0.094;5;31;0.9993;2.67;0.8;9.7;0
300;23;6.9;0.67;0.06;2.1;0.08;8;33;0.99845;2.68;0.71;9.6;0
301;27;7.5;0.53;0.06;2.6;0.086;20;44;0.9965;2.38;0.59;10.7;1
302;18;11.1;0.18;0.48;1.5;0.068;7;15;0.9973;2.22;0.64;10.1;1
303;22;8.3;0.705;0.12;2.6;0.092;12;28;0.9994;2.51;0.72;10;0
304;20;7.4;0.67;0.12;1.6;0.186;5;21;0.996;2.39;0.54;9.5;0
305;22;8.4;0.65;0.6;2.1;0.112;12;90;0.9973;2.2;0.52;9.2;0
306;19;10.3;0.53;0.48;2.5;0.063;6;25;0.9998;2.12;0.59;9.3;1
307;12;7.6;0.62;0.32;2.2;0.082;7;54;0.9966;2.36;0.52;9.4;0
308;22;10.3;0.41;0.42;2.4;0.213;6;14;0.9994;2.19;0.62;9.5;1
309;15;10.3;0.43;0.44;2.4;0.214;5;12;0.9994;2.19;0.63;9.5;1
310;13;7.4;0.29;0.38;1.7;0.062;9;30;0.9968;2.41;0.53;9.5;1
311;13;10.3;0.53;0.48;2.5;0.063;6;25;0.9998;2.12;0.59;9.3;1
312;30;7.9;0.53;0.24;2;0.072;15;105;0.996;2.27;0.54;9.4;1
313;16;9;0.46;0.31;2.8;0.093;19;98;0.99815;2.32;0.63;9.5;1
314;30;8.6;0.47;0.3;3;0.076;30;135;0.9976;2.3;0.53;9.4;0
315;17;7.4;0.36;0.29;2.6;0.087;26;72;0.99645;2.39;0.68;11;0
316;25;7.1;0.35;0.29;2.5;0.096;20;53;0.9962;2.42;0.65;11;1
317;14;9.6;0.56;0.23;3.4;0.102;37;92;0.9996;2.3;0.65;10.1;0
318;17;9.6;0.77;0.12;2.9;0.082;30;74;0.99865;2.3;0.64;10.4;1
319;13;9.8;0.66;0.39;3.2;0.083;21;59;0.9989;2.37;0.71;11.5;1
320;26;9.6;0.77;0.12;2.9;0.082;30;74;0.99865;2.3;0.64;10.4;1
321;12;9.8;0.66;0.39;3.2;0.083;21;59;0.9989;2.37;0.71;11.5;1
322;23;9.3;0.61;0.26;3.4;0.09;25;87;0.99975;2.24;0.62;9.7;0
323;30;7.8;0.62;0.05;2.3;0.079;6;18;0.99735;2.29;0.63;9.3;0
324;13;10.3;0.59;0.42;2.8;0.09;35;73;0.999;2.28;0.7;9.5;1
325;17;10;0.49;0.2;11;0.071;13;50;1.0015;2.16;0.69;9.2;1
326;30;10;0.49;0.2;11;0.071;13;50;1.0015;2.16;0.69;9.2;1
327;26;11.6;0.53;0.66;3.65;0.121;6;14;0.9978;2.05;0.74;11.5;1
328;17;10.3;0.44;0.5;4.5;0.107;5;13;0.998;2.28;0.83;11.5;0
329;21;13.4;0.27;0.62;2.6;0.082;6;21;1.0002;2.16;0.67;9.7;1
330;20;10.7;0.46;0.39;2;0.061;7;15;0.9981;2.18;0.62;9.5;0
331;28;10.2;0.36;0.64;2.9;0.122;10;41;0.998;2.23;0.66;12.5;1
332;13;10.2;0.36;0.64;2.9;0.122;10;41;0.998;2.23;0.66;12.5;1
333;10;8;0.58;0.28;3.2;0.066;21;114;0.9973;2.22;0.54;9.4;1
334;16;8.4;0.56;0.08;2.1;0.105;16;44;0.9958;2.13;0.52;11;0
335;27;7.9;0.65;0.01;2.5;0.078;17;38;0.9963;2.34;0.74;11.7;1
336;20;11.9;0.695;0.53;3.4;0.128;7;21;0.9992;2.17;0.84;12.2;1
337;29;8.9;0.43;0.45;1.9;0.052;6;16;0.9948;2.35;0.7;12.5;1
338;22;7.8;0.43;0.32;2.8;0.08;29;58;0.9974;2.31;0.64;10.3;0
339;26;12.4;0.49;0.58;3;0.103;28;99;1.0008;2.16;1;11.5;1
340;13;12.5;0.28;0.54;2.3;0.082;12;29;0.9997;2.11;1.36;9.8;1
341;28;12.2;0.34;0.5;2.4;0.066;10;21;1;2.12;1.18;9.2;1
342;24;10.6;0.42;0.48;2.7;0.065;5;18;0.9972;2.21;0.87;11.3;1
343;16;10.9;0.39;0.47;1.8;0.118;6;14;0.9982;2.3;0.75;9.8;1
344;20;10.9;0.39;0.47;1.8;0.118;6;14;0.9982;2.3;0.75;9.8;1
345;28;11.9;0.57;0.5;2.6;0.082;6;32;1.0006;2.12;0.78;10.7;1
346;30;7;0.685;0;1.9;0.067;40;63;0.9979;2.6;0.81;9.9;0
347;16;6.6;0.815;0.02;2.7;0.072;17;34;0.9955;2.58;0.89;12.3;1
348;20;13.8;0.49;0.67;3;0.093;6;15;0.9986;2.02;0.93;12;1
349;20;9.6;0.56;0.31;2.8;0.089;15;46;0.9979;2.11;0.92;10;1
350;26;9.1;0.785;0;2.6;0.093;11;28;0.9994;2.36;0.86;9.4;1
351;13;10.7;0.67;0.22;2.7;0.107;17;34;1.0004;2.28;0.98;9.9;1
352;21;9.1;0.795;0;2.6;0.096;11;26;0.9994;2.35;0.83;9.4;1
353;26;7.7;0.665;0;2.4;0.09;8;19;0.9974;2.27;0.73;9.3;0
354;15;13.5;0.53;0.79;4.8;0.12;23;77;1.0018;2.18;0.77;13;0
355;27;6.1;0.21;0.4;1.4;0.066;40.5;165;0.9912;2.25;0.59;11.9;1
356;26;6.7;0.75;0.01;2.4;0.078;17;32;0.9955;2.55;0.61;12.8;1
357;17;11.5;0.41;0.52;3;0.08;29;55;1.0001;2.26;0.88;11;0
358;23;10.5;0.42;0.66;2.95;0.116;12;29;0.997;2.24;0.75;11.7;1
359;27;11.9;0.43;0.66;3.1;0.109;10;23;1;2.15;0.85;10.4;1
360;18;12.6;0.38;0.66;2.6;0.088;10;41;1.001;2.17;0.68;9.8;1
361;28;8.2;0.7;0.23;2;0.099;14;81;0.9973;2.19;0.7;9.4;0
362;27;8.6;0.45;0.31;2.6;0.086;21;50;0.9982;2.37;0.91;9.9;1
363;19;11.9;0.58;0.66;2.5;0.072;6;37;0.9992;2.05;0.56;10;0
364;21;12.5;0.46;0.63;2;0.071;6;15;0.9988;1.99;0.87;10.2;0
365;15;12.8;0.615;0.66;5.8;0.083;7;42;1.0022;2.07;0.73;10;1
366;13;10;0.42;0.5;3.4;0.107;7;21;0.9979;2.26;0.93;11.8;1
367;11;12.8;0.615;0.66;5.8;0.083;7;42;1.0022;2.07;0.73;10;1
368;26;10.4;0.575;0.61;2.6;0.076;11;24;1;2.16;0.69;9;0
369;12;10.3;0.34;0.52;2.8;0.159;15;75;0.9998;2.18;0.64;9.4;0
370;22;9.4;0.27;0.53;2.4;0.074;6;18;0.9962;2.2;1.13;12;1
371;15;6.9;0.765;0.02;2.3;0.063;35;63;0.9975;2.57;0.78;9.9;0
372;20;7.9;0.24;0.4;1.6;0.056;11;25;0.9967;2.32;0.87;8.7;1
373;23;9.1;0.28;0.48;1.8;0.067;26;46;0.9967;2.32;1.04;10.6;1
374;30;7.4;0.55;0.22;2.2;0.106;12;72;0.9959;2.05;0.63;9.2;0
375;21;14;0.41;0.63;3.8;0.089;6;47;1.0014;2.01;0.81;10.8;1
376;15;11.5;0.54;0.71;4.4;0.124;6;15;0.9984;2.01;0.83;11.8;1
377;25;11.5;0.45;0.5;3;0.078;19;47;1.0003;2.26;1.11;11;1
378;15;9.4;0.27;0.53;2.4;0.074;6;18;0.9962;2.2;1.13;12;1
379;26;11.4;0.625;0.66;6.2;0.088;6;24;0.9988;2.11;0.99;13.3;1
380;22;8.3;0.42;0.38;2.5;0.094;24;60;0.9979;2.31;0.7;10.8;1
381;20;8.3;0.26;0.42;2;0.08;11;27;0.9974;2.21;0.8;9.4;1
382;14;13.7;0.415;0.68;2.9;0.085;17;43;1.0014;2.06;0.8;10;1
383;17;8.3;0.26;0.42;2;0.08;11;27;0.9974;2.21;0.8;9.4;1
384;28;8.3;0.26;0.42;2;0.08;11;27;0.9974;2.21;0.8;9.4;1
385;11;7.7;0.51;0.28;2.1;0.087;23;54;0.998;2.42;0.74;9.2;0
386;13;7.4;0.63;0.07;2.4;0.09;11;37;0.9979;2.43;0.76;9.7;1
387;17;7.8;0.54;0.26;2;0.088;23;48;0.9981;2.41;0.74;9.2;1
388;12;8.3;0.66;0.15;1.9;0.079;17;42;0.9972;2.31;0.54;9.6;1
389;16;7.8;0.46;0.26;1.9;0.088;23;53;0.9981;2.43;0.74;9.2;1
390;26;9.6;0.38;0.31;2.5;0.096;16;49;0.9982;2.19;0.7;10;1
391;13;5.6;0.85;0.05;1.4;0.045;12;88;0.9924;2.56;0.82;12.9;1
392;13;13.7;0.415;0.68;2.9;0.085;17;43;1.0014;2.06;0.8;10;1
393;21;9.5;0.37;0.52;2;0.082;6;26;0.998;2.18;0.51;9.5;0
394;18;8.4;0.665;0.61;2;0.112;13;95;0.997;2.16;0.54;9.1;0
395;12;12.7;0.6;0.65;2.3;0.063;6;25;0.9997;2.03;0.57;9.9;0
396;16;12;0.37;0.76;4.2;0.066;7;38;1.0004;2.22;0.6;13;1
397;22;6.6;0.735;0.02;7.9;0.122;68;124;0.9994;2.47;0.53;9.9;0
398;12;11.5;0.59;0.59;2.6;0.087;13;49;0.9988;2.18;0.65;11;1
399;29;11.5;0.59;0.59;2.6;0.087;13;49;0.9988;2.18;0.65;11;1
400;12;8.7;0.765;0.22;2.3;0.064;9;42;0.9963;2.1;0.55;9.4;0
401;19;6.6;0.735;0.02;7.9;0.122;68;124;0.9994;2.47;0.53;9.9;0
402;14;7.7;0.26;0.3;1.7;0.059;20;38;0.9949;2.29;0.47;10.8;1
403;15;12.2;0.48;0.54;2.6;0.085;19;64;1;2.1;0.61;10.5;1
404;14;11.4;0.6;0.49;2.7;0.085;10;41;0.9994;2.15;0.63;10.5;1
405;26;7.7;0.69;0.05;2.7;0.075;15;27;0.9974;2.26;0.61;9.1;0
406;28;8.7;0.31;0.46;1.4;0.059;11;25;0.9966;2.36;0.76;10.1;1
407;10;9.8;0.44;0.47;2.5;0.063;9;28;0.9981;2.24;0.65;10.8;1
408;10;12;0.39;0.66;3;0.093;12;30;0.9996;2.18;0.63;10.8;1
409;24;10.4;0.34;0.58;3.7;0.174;6;16;0.997;2.19;0.7;11.3;1
410;25;12.5;0.46;0.49;4.5;0.07;26;49;0.9981;2.05;0.57;9.6;0
411;10;9;0.43;0.34;2.5;0.08;26;86;0.9987;2.38;0.62;9.5;1
412;21;9.1;0.45;0.35;2.4;0.08;23;78;0.9987;2.38;0.62;9.5;0
413;18;7.1;0.735;0.16;1.9;0.1;15;77;0.9966;2.27;0.64;9.3;0
414;22;9.9;0.4;0.53;6.7;0.097;6;19;0.9986;2.27;0.82;11.7;1
415;11;8.8;0.52;0.34;2.7;0.087;24;122;0.9982;2.26;0.61;9.5;0
416;14;8.6;0.725;0.24;6.6;0.117;31;134;1.0014;2.32;1.07;9.3;0
417;10;10.6;0.48;0.64;2.2;0.111;6;20;0.997;2.26;0.66;11.7;1
418;11;7;0.58;0.12;1.9;0.091;34;124;0.9956;2.44;0.48;10.5;0
419;21;11.9;0.38;0.51;2;0.121;7;20;0.9996;2.24;0.76;10.4;1
420;25;6.8;0.77;0;1.8;0.066;34;52;0.9976;2.62;0.68;9.9;0
421;26;9.5;0.56;0.33;2.4;0.089;35;67;0.9972;2.28;0.73;11.8;1
422;23;6.6;0.84;0.03;2.3;0.059;32;48;0.9952;2.52;0.56;12.3;1
423;29;7.7;0.96;0.2;2;0.047;15;60;0.9955;2.36;0.44;10.9;0
424;13;10.5;0.24;0.47;2.1;0.066;6;24;0.9978;2.15;0.9;11;1
425;21;7.7;0.96;0.2;2;0.047;15;60;0.9955;2.36;0.44;10.9;0
426;14;6.6;0.84;0.03;2.3;0.059;32;48;0.9952;2.52;0.56;12.3;1
427;17;6.4;0.67;0.08;2.1;0.045;19;48;0.9949;2.49;0.49;11.4;1
428;30;9.5;0.78;0.22;1.9;0.077;6;32;0.9988;2.26;0.56;10.6;1
429;14;9.1;0.52;0.33;1.3;0.07;9;30;0.9978;2.24;0.6;9.3;0
430;25;12.8;0.84;0.63;2.4;0.088;13;35;0.9997;2.1;0.6;10.4;1
431;21;10.5;0.24;0.47;2.1;0.066;6;24;0.9978;2.15;0.9;11;1
432;27;7.8;0.55;0.35;2.2;0.074;21;66;0.9974;2.25;0.56;9.2;0
433;24;11.9;0.37;0.69;2.3;0.078;12;24;0.9958;2;0.65;12.8;1
434;21;12.3;0.39;0.63;2.3;0.091;6;18;1.0004;2.16;0.49;9.5;0
435;17;10.4;0.41;0.55;3.2;0.076;22;54;0.9996;2.15;0.89;9.9;1
436;27;12.3;0.39;0.63;2.3;0.091;6;18;1.0004;2.16;0.49;9.5;0
437;27;8;0.67;0.3;2;0.06;38;62;0.9958;2.26;0.56;10.2;1
438;23;11.1;0.45;0.73;3.2;0.066;6;22;0.9986;2.17;0.66;11.2;1
439;16;10.4;0.41;0.55;3.2;0.076;22;54;0.9996;2.15;0.89;9.9;1
440;18;7;0.62;0.18;1.5;0.062;7;50;0.9951;2.08;0.6;9.3;0
441;18;12.6;0.31;0.72;2.2;0.072;6;29;0.9987;1.88;0.82;9.8;1
442;18;11.9;0.4;0.65;2.15;0.068;7;27;0.9988;2.06;0.68;11.3;1
443;30;15.6;0.685;0.76;3.7;0.1;6;43;1.0032;1.95;0.68;11.2;1
444;11;10;0.44;0.49;2.7;0.077;11;19;0.9963;2.23;0.63;11.6;1
445;26;5.3;0.57;0.01;1.7;0.054;5;27;0.9934;2.57;0.84;12.5;1
446;24;9.5;0.735;0.1;2.1;0.079;6;31;0.9986;2.23;0.56;10.1;1
447;23;12.5;0.38;0.6;2.6;0.081;31;72;0.9996;2.1;0.73;10.5;0
448;18;9.3;0.48;0.29;2.1;0.127;6;16;0.9968;2.22;0.72;11.2;0
449;15;8.6;0.53;0.22;2;0.1;7;27;0.9967;2.2;0.56;10.2;1
450;14;11.9;0.39;0.69;2.8;0.095;17;35;0.9994;2.1;0.61;10.8;1
451;15;11.9;0.39;0.69;2.8;0.095;17;35;0.9994;2.1;0.61;10.8;1
452;15;8.4;0.37;0.53;1.8;0.413;9;26;0.9979;2.06;1.06;9.1;1
453;18;6.8;0.56;0.03;1.7;0.084;18;35;0.9968;2.44;0.63;10;1
454;16;10.4;0.33;0.63;2.8;0.084;5;22;0.9998;2.26;0.74;11.2;1
455;16;7;0.23;0.4;1.6;0.063;21;67;0.9952;2.5;0.63;11.1;0
456;22;11.3;0.62;0.67;5.2;0.086;6;19;0.9988;2.22;0.69;13.4;1
457;30;8.9;0.59;0.39;2.3;0.095;5;22;0.9986;2.37;0.58;10.3;0
458;26;9.2;0.63;0.21;2.7;0.097;29;65;0.9988;2.28;0.58;9.6;0
459;29;10.4;0.33;0.63;2.8;0.084;5;22;0.9998;2.26;0.74;11.2;1
460;18;11.6;0.58;0.66;2.2;0.074;10;47;1.0008;2.25;0.57;9;0
461;11;9.2;0.43;0.52;2.3;0.083;14;23;0.9976;2.35;0.61;11.3;1
462;22;8.3;0.615;0.22;2.6;0.087;6;19;0.9982;2.26;0.61;9.3;0
463;15;11;0.26;0.68;2.55;0.085;10;25;0.997;2.18;0.61;11.8;0
464;19;8.1;0.66;0.7;2.2;0.098;25;129;0.9972;2.08;0.53;9;0
465;28;11.5;0.315;0.54;2.1;0.084;5;15;0.9987;1.98;0.7;9.2;1
466;24;10;0.29;0.4;2.9;0.098;10;26;1.0006;2.48;0.91;9.7;0
467;14;10.3;0.5;0.42;2;0.069;21;51;0.9982;2.16;0.72;11.5;1
468;16;8.8;0.46;0.45;2.6;0.065;7;18;0.9947;2.32;0.79;14;1
469;29;11.4;0.36;0.69;2.1;0.09;6;21;1;2.17;0.62;9.2;1
470;17;8.7;0.82;0.02;1.2;0.07;36;48;0.9952;2.2;0.58;9.8;0
471;17;13;0.32;0.65;2.6;0.093;15;47;0.9996;2.05;0.61;10.6;0
472;28;9.6;0.54;0.42;2.4;0.081;25;52;0.997;2.2;0.71;11.4;1
473;10;12.5;0.37;0.55;2.6;0.083;25;68;0.9995;2.15;0.82;10.4;1
474;24;9.9;0.35;0.55;2.1;0.062;5;14;0.9971;2.26;0.79;10.6;0
475;21;10.5;0.28;0.51;1.7;0.08;10;24;0.9982;2.2;0.89;9.4;1
476;13;9.6;0.68;0.24;2.2;0.087;5;28;0.9988;2.14;0.6;10.2;0
477;17;9.3;0.27;0.41;2;0.091;6;16;0.998;2.28;0.7;9.7;0
478;12;10.4;0.24;0.49;1.8;0.075;6;20;0.9977;2.18;1.06;11;1
479;13;9.6;0.68;0.24;2.2;0.087;5;28;0.9988;2.14;0.6;10.2;0
480;25;9.4;0.685;0.11;2.7;0.077;6;31;0.9984;2.19;0.7;10.1;1
481;21;10.6;0.28;0.39;15.5;0.069;6;23;1.0026;2.12;0.66;9.2;0
482;20;9.4;0.3;0.56;2.8;0.08;6;17;0.9964;2.15;0.92;11.7;1
483;10;10.6;0.36;0.59;2.2;0.152;6;18;0.9986;2.04;1.05;9.4;0
484;30;10.6;0.36;0.6;2.2;0.152;7;18;0.9986;2.04;1.06;9.4;0
485;15;10.6;0.44;0.68;4.1;0.114;6;24;0.997;2.06;0.66;13.4;1
486;16;10.2;0.67;0.39;1.9;0.054;6;17;0.9976;2.17;0.47;10;0
487;20;10.2;0.67;0.39;1.9;0.054;6;17;0.9976;2.17;0.47;10;0
488;18;10.2;0.645;0.36;1.8;0.053;5;14;0.9982;2.17;0.42;10;1
489;11;11.6;0.32;0.55;2.8;0.081;35;67;1.0002;2.32;0.92;10.8;1
490;13;9.3;0.39;0.4;2.6;0.073;10;26;0.9984;2.34;0.75;10.2;1
491;30;9.3;0.775;0.27;2.8;0.078;24;56;0.9984;2.31;0.67;10.6;1
492;16;9.2;0.41;0.5;2.5;0.055;12;25;0.9952;2.34;0.79;13.3;1
493;20;8.9;0.4;0.51;2.6;0.052;13;27;0.995;2.32;0.9;13.4;1
494;11;8.7;0.69;0.31;3;0.086;23;81;1.0002;2.48;0.74;11.6;1
495;17;6.5;0.39;0.23;8.3;0.051;28;91;0.9952;2.44;0.55;12.1;1
496;19;10.7;0.35;0.53;2.6;0.07;5;16;0.9972;2.15;0.65;11;1
497;13;7.8;0.52;0.25;1.9;0.081;14;38;0.9984;2.43;0.65;9;1
498;15;7.2;0.34;0.32;2.5;0.09;43;113;0.9966;2.32;0.79;11.1;0
499;22;10.7;0.35;0.53;2.6;0.07;5;16;0.9972;2.15;0.65;11;1
500;25;8.7;0.69;0.31;3;0.086;23;81;1.0002;2.48;0.74;11.6;1
501;29;7.8;0.52;0.25;1.9;0.081;14;38;0.9984;2.43;0.65;9;1
502;22;10.4;0.44;0.73;6.55;0.074;38;76;0.999;2.17;0.85;12;1
503;29;10.4;0.44;0.73;6.55;0.074;38;76;0.999;2.17;0.85;12;1
504;10;10.5;0.26;0.47;1.9;0.078;6;24;0.9976;2.18;1.04;10.9;1
505;15;10.5;0.24;0.42;1.8;0.077;6;22;0.9976;2.21;1.05;10.8;1
506;11;10.2;0.49;0.63;2.9;0.072;10;26;0.9968;2.16;0.78;12.5;1
507;28;10.4;0.24;0.46;1.8;0.075;6;21;0.9976;2.25;1.02;10.8;1
508;11;11.2;0.67;0.55;2.3;0.084;6;13;1;2.17;0.71;9.5;1
509;16;10;0.59;0.31;2.2;0.09;26;62;0.9994;2.18;0.63;10.2;1
510;27;13.3;0.29;0.75;2.8;0.084;23;43;0.9986;2.04;0.68;11.4;1
511;25;12.4;0.42;0.49;4.6;0.073;19;43;0.9978;2.02;0.61;9.5;0
512;15;10;0.59;0.31;2.2;0.09;26;62;0.9994;2.18;0.63;10.2;1
513;12;10.7;0.4;0.48;2.1;0.125;15;49;0.998;2.03;0.81;9.7;1
514;21;10.5;0.51;0.64;2.4;0.107;6;15;0.9973;2.09;0.66;11.8;1
515;16;10.5;0.51;0.64;2.4;0.107;6;15;0.9973;2.09;0.66;11.8;1
516;29;8.5;0.655;0.49;6.1;0.122;34;151;1.001;2.31;1.14;9.3;0
517;27;12.5;0.6;0.49;4.3;0.1;5;14;1.001;2.25;0.74;11.9;1
518;28;10.4;0.61;0.49;2.1;0.2;5;16;0.9994;2.16;0.63;8.4;0
519;23;10.9;0.21;0.49;2.8;0.088;11;32;0.9972;2.22;0.68;11.7;1
520;11;7.3;0.365;0.49;2.5;0.088;39;106;0.9966;2.36;0.78;11;0
521;20;9.8;0.25;0.49;2.7;0.088;15;33;0.9982;2.42;0.9;10;1
522;16;7.6;0.41;0.49;2;0.088;16;43;0.998;2.48;0.64;9.1;0
523;10;8.2;0.39;0.49;2.3;0.099;47;133;0.9979;2.38;0.99;9.8;0
524;16;9.3;0.4;0.49;2.5;0.085;38;142;0.9978;2.22;0.55;9.4;0
525;16;9.2;0.43;0.49;2.4;0.086;23;116;0.9976;2.23;0.64;9.5;0
526;13;10.4;0.64;0.24;2.8;0.105;29;53;0.9998;2.24;0.67;9.9;0
527;11;7.3;0.365;0.49;2.5;0.088;39;106;0.9966;2.36;0.78;11;0
528;12;7;0.38;0.49;2.5;0.097;33;85;0.9962;2.39;0.77;11.4;1
529;24;8.2;0.42;0.49;2.6;0.084;32;55;0.9988;2.34;0.75;8.7;1
530;12;9.9;0.63;0.24;2.4;0.077;6;33;0.9974;2.09;0.57;9.4;0
531;19;9.1;0.22;0.24;2.1;0.078;1;28;0.999;2.41;0.87;10.3;1
532;23;11.9;0.38;0.49;2.7;0.098;12;42;1.0004;2.16;0.61;10.3;0
533;14;11.9;0.38;0.49;2.7;0.098;12;42;1.0004;2.16;0.61;10.3;0
534;16;10.3;0.27;0.24;2.1;0.072;15;33;0.9956;2.22;0.66;12.8;1
535;21;10;0.48;0.24;2.7;0.102;13;32;1;2.28;0.56;10;1
536;15;9.1;0.22;0.24;2.1;0.078;1;28;0.999;2.41;0.87;10.3;1
537;15;9.9;0.63;0.24;2.4;0.077;6;33;0.9974;2.09;0.57;9.4;0
538;28;8.1;0.825;0.24;2.1;0.084;5;13;0.9972;2.37;0.77;10.7;1
539;23;12.9;0.35;0.49;5.8;0.066;5;35;1.0014;2.2;0.66;12;1
540;16;11.2;0.5;0.74;5.15;0.1;5;17;0.9996;2.22;0.62;11.2;0
541;14;9.2;0.59;0.24;3.3;0.101;20;47;0.9988;2.26;0.67;9.6;0
542;22;9.5;0.46;0.49;6.3;0.064;5;17;0.9988;2.21;0.73;11;1
543;29;9.3;0.715;0.24;2.1;0.07;5;20;0.9966;2.12;0.59;9.9;0
544;11;11.2;0.66;0.24;2.5;0.085;16;53;0.9993;2.06;0.72;11;1
545;27;14.3;0.31;0.74;1.8;0.075;6;15;1.0008;1.86;0.79;8.4;1
546;16;9.1;0.47;0.49;2.6;0.094;38;106;0.9982;2.08;0.59;9.1;0
547;14;7.5;0.55;0.24;2;0.078;10;28;0.9983;2.45;0.78;9.5;1
548;23;10.6;0.31;0.49;2.5;0.067;6;21;0.9987;2.26;0.86;10.7;1
549;23;12.4;0.35;0.49;2.6;0.079;27;69;0.9994;2.12;0.75;10.4;1
550;12;9;0.53;0.49;1.9;0.171;6;25;0.9975;2.27;0.61;9.4;1
551;11;6.8;0.51;0.01;2.1;0.074;9;25;0.9958;2.33;0.56;9.5;1
552;19;9.4;0.43;0.24;2.8;0.092;14;45;0.998;2.19;0.73;10;1
553;17;9.5;0.46;0.24;2.7;0.092;14;44;0.998;2.12;0.74;10;1
554;24;5;1.04;0.24;1.6;0.05;32;96;0.9934;2.74;0.62;11.5;0
555;21;15.5;0.645;0.49;4.2;0.095;10;23;1.00315;1.92;0.74;11.1;0
556;14;15.5;0.645;0.49;4.2;0.095;10;23;1.00315;1.92;0.74;11.1;0
557;26;10.9;0.53;0.49;4.6;0.118;10;17;1.0002;2.07;0.56;11.7;1
558;19;15.6;0.645;0.49;4.2;0.095;10;23;1.00315;1.92;0.74;11.1;0
559;20;10.9;0.53;0.49;4.6;0.118;10;17;1.0002;2.07;0.56;11.7;1
560;12;13;0.47;0.49;4.3;0.085;6;47;1.0021;2.3;0.68;12.7;1
561;25;12.7;0.6;0.49;2.8;0.075;5;19;0.9994;2.14;0.57;11.4;0
562;28;9;0.44;0.49;2.4;0.078;26;121;0.9978;2.23;0.58;9.2;0
563;22;9;0.54;0.49;2.9;0.094;41;110;0.9982;2.08;0.61;9.2;0
564;27;7.6;0.29;0.49;2.7;0.092;25;60;0.9971;2.31;0.61;10.1;1
565;13;13;0.47;0.49;4.3;0.085;6;47;1.0021;2.3;0.68;12.7;1
566;17;12.7;0.6;0.49;2.8;0.075;5;19;0.9994;2.14;0.57;11.4;0
567;20;8.7;0.7;0.24;2.5;0.226;5;15;0.9991;2.32;0.6;9;1
568;25;8.7;0.7;0.24;2.5;0.226;5;15;0.9991;2.32;0.6;9;1
569;18;9.8;0.5;0.49;2.6;0.25;5;20;0.999;2.31;0.79;10.7;1
570;24;6.2;0.36;0.24;2.2;0.095;19;42;0.9946;2.57;0.57;11.7;1
571;14;11.5;0.35;0.49;3.3;0.07;10;37;1.0003;2.32;0.91;11;1
572;20;6.2;0.36;0.24;2.2;0.095;19;42;0.9946;2.57;0.57;11.7;1
573;18;10.2;0.24;0.49;2.4;0.075;10;28;0.9978;2.14;0.61;10.4;0
574;15;10.5;0.59;0.49;2.1;0.07;14;47;0.9991;2.3;0.56;9.6;0
575;22;10.6;0.34;0.49;3.2;0.078;20;78;0.9992;2.19;0.7;10;1
576;18;12.3;0.27;0.49;3.1;0.079;28;46;0.9993;2.2;0.8;10.2;1
577;16;9.9;0.5;0.24;2.3;0.103;6;14;0.9978;2.34;0.52;10;0
578;13;8.8;0.44;0.49;2.8;0.083;18;111;0.9982;2.3;0.6;9.5;0
579;21;8.8;0.47;0.49;2.9;0.085;17;110;0.9982;2.29;0.6;9.8;0
580;16;10.6;0.31;0.49;2.2;0.063;18;40;0.9976;2.14;0.51;9.8;1
581;15;12.3;0.5;0.49;2.2;0.089;5;14;1.0002;2.19;0.44;9.6;0
582;27;12.3;0.5;0.49;2.2;0.089;5;14;1.0002;2.19;0.44;9.6;0
583;27;11.7;0.49;0.49;2.2;0.083;5;15;1;2.19;0.43;9.2;0
584;13;12;0.28;0.49;1.9;0.074;10;21;0.9976;1.98;0.66;9.9;1
585;25;11.8;0.33;0.49;3.4;0.093;54;80;1.0002;2.3;0.76;10.7;1
586;26;7.6;0.51;0.24;2.4;0.091;8;38;0.998;2.47;0.66;9.6;1
587;10;11.1;0.31;0.49;2.7;0.094;16;47;0.9986;2.12;1.02;10.6;1
588;12;7.3;0.73;0.24;1.9;0.108;18;102;0.9967;2.26;0.59;9.3;0
589;25;5;0.42;0.24;2;0.06;19;50;0.9917;2.72;0.74;14;1
590;11;10.2;0.29;0.49;2.6;0.059;5;13;0.9976;2.05;0.74;10.5;1
591;29;9;0.45;0.49;2.6;0.084;21;75;0.9987;2.35;0.57;9.7;0
592;23;6.6;0.39;0.49;1.7;0.07;23;149;0.9922;2.12;0.5;11.5;1
593;10;9;0.45;0.49;2.6;0.084;21;75;0.9987;2.35;0.57;9.7;0
594;13;9.9;0.49;0.58;3.5;0.094;9;43;1.0004;2.29;0.58;9;0
595;11;7.9;0.72;0.17;2.6;0.096;20;38;0.9978;2.4;0.53;9.5;0
596;23;8.9;0.595;0.41;7.9;0.086;30;109;0.9998;2.27;0.57;9.3;0
597;15;12.4;0.4;0.51;2;0.059;6;24;0.9994;2.04;0.6;9.3;1
598;24;11.9;0.58;0.58;1.9;0.071;5;18;0.998;2.09;0.63;10;1
599;24;8.5;0.585;0.18;2.1;0.078;5;30;0.9967;2.2;0.48;9.8;1
